event_id,game,platform,player_id,play_time,timestamp
115,FIFA 25,PS4,5659,262,2025-10-01 19:56:29
116,Call of Duty,PS5,3994,110,2025-10-01 20:19:31
117,Horizon Zero Dawn,PS4,5624,36,2025-10-01 13:50:15
118,FIFA 25,PS5,4406,99,2025-10-01 07:20:24
119,GTA V,PS5,6420,272,2025-10-01 04:13:19
120,God of War,PS4,2415,90,2025-10-01 02:55:49
121,FIFA 25,PS4,6100,45,2025-10-01 07:29:05
122,God of War,PS5,3489,219,2025-10-01 09:09:32
123,God of War,PS5,7805,78,2025-10-01 12:30:20
124,Horizon Zero Dawn,PS4,2038,225,2025-10-01 04:39:52
125,God of War,PS5,8783,150,2025-10-01 19:50:38
126,Horizon Zero Dawn,PS4,7933,96,2025-10-01 08:06:07
127,GTA V,PS5,9666,96,2025-10-01 00:54:27
128,Call of Duty,PS4,4704,10,2025-10-01 19:25:14
129,God of War,PS4,4810,146,2025-10-01 11:31:23
130,GTA V,PS5,5793,289,2025-10-01 14:35:47
131,FIFA 25,PS4,6037,277,2025-10-01 10:04:00
132,FIFA 25,PS5,6970,232,2025-10-01 04:33:00
133,God of War,PS4,7271,157,2025-10-01 22:01:35
134,Call of Duty,PS4,1448,238,2025-10-01 15:14:38
135,Horizon Zero Dawn,PS5,3996,57,2025-10-01 09:05:38
136,Spider-Man 2,PS5,5808,239,2025-10-01 17:50:06
137,Horizon Zero Dawn,PS4,2353,287,2025-10-01 23:13:51
138,FIFA 25,PS4,9420,203,2025-10-01 23:20:40
139,GTA V,PS4,9361,69,2025-10-01 15:28:19
140,Horizon Zero Dawn,PS4,2595,87,2025-10-01 01:10:38
141,Horizon Zero Dawn,PS5,5115,95,2025-10-01 22:22:06
142,Spider-Man 2,PS4,8269,80,2025-10-01 12:40:50
143,Call of Duty,PS4,3156,129,2025-10-01 14:32:51
144,FIFA 25,PS4,7843,86,2025-10-01 22:03:46
145,GTA V,PS4,5333,112,2025-10-01 07:42:36
146,Spider-Man 2,PS5,9106,115,2025-10-01 15:39:36
147,Call of Duty,PS4,9999,220,2025-10-01 02:09:02
148,FIFA 25,PS5,4933,223,2025-10-01 15:06:48
149,FIFA 25,PS5,9015,19,2025-10-01 02:21:06
150,Call of Duty,PS5,5090,159,2025-10-01 10:14:55
151,Spider-Man 2,PS4,6316,219,2025-10-01 10:28:02
152,God of War,PS4,1027,117,2025-10-01 22:08:30
153,GTA V,PS5,3893,55,2025-10-01 21:26:40
154,Horizon Zero Dawn,PS4,1544,52,2025-10-01 09:31:16
155,Spider-Man 2,PS4,2692,149,2025-10-01 07:22:04
156,Horizon Zero Dawn,PS5,2572,139,2025-10-01 14:11:24
157,FIFA 25,PS4,6076,148,2025-10-01 11:39:41
158,Horizon Zero Dawn,PS4,7427,101,2025-10-01 08:57:00
159,Spider-Man 2,PS4,2392,272,2025-10-01 21:25:32
160,Call of Duty,PS4,3323,249,2025-10-01 18:25:05
161,God of War,PS5,5151,127,2025-10-01 07:59:16
162,Horizon Zero Dawn,PS5,9338,230,2025-10-01 08:02:59
163,GTA V,PS4,7047,144,2025-10-01 05:08:14
164,Call of Duty,PS4,4139,193,2025-10-01 03:52:42
165,Spider-Man 2,PS5,8132,230,2025-10-01 22:51:33
166,Horizon Zero Dawn,PS4,3664,235,2025-10-01 22:44:52
167,Horizon Zero Dawn,PS4,8639,23,2025-10-01 09:26:27
168,FIFA 25,PS4,2258,57,2025-10-01 15:08:11
169,FIFA 25,PS5,4737,290,2025-10-01 02:00:35
170,Call of Duty,PS5,4864,69,2025-10-01 22:57:04
171,God of War,PS5,6736,185,2025-10-01 00:19:23
172,Spider-Man 2,PS4,8027,237,2025-10-01 17:21:00
173,Call of Duty,PS4,7387,27,2025-10-01 19:29:11
174,Call of Duty,PS5,7346,197,2025-10-01 22:56:19
175,Spider-Man 2,PS5,5268,155,2025-10-01 02:44:11
176,God of War,PS5,9703,27,2025-10-01 13:17:53
177,Call of Duty,PS5,2716,214,2025-10-01 18:14:14
178,GTA V,PS4,8526,28,2025-10-01 19:49:39
179,FIFA 25,PS5,9740,68,2025-10-01 23:26:39
180,Horizon Zero Dawn,PS4,2935,213,2025-10-01 15:38:54
181,Spider-Man 2,PS4,4778,55,2025-10-01 07:15:54
182,Spider-Man 2,PS4,5173,186,2025-10-01 03:00:50
183,GTA V,PS5,5734,83,2025-10-01 17:00:04
184,GTA V,PS4,8775,256,2025-10-01 20:50:07
185,Horizon Zero Dawn,PS4,6200,31,2025-10-01 06:05:32
186,Call of Duty,PS4,4465,285,2025-10-01 10:23:40
187,GTA V,PS4,3857,154,2025-10-01 07:32:28
188,Spider-Man 2,PS5,1566,288,2025-10-01 17:12:26
189,FIFA 25,PS4,6263,171,2025-10-01 02:40:29
190,GTA V,PS5,9799,102,2025-10-01 18:38:52
191,Call of Duty,PS5,4474,71,2025-10-01 00:37:41
192,Horizon Zero Dawn,PS4,8816,52,2025-10-01 15:37:12
193,Call of Duty,PS4,5581,206,2025-10-01 18:47:35
194,Spider-Man 2,PS4,4112,147,2025-10-01 09:15:17
195,Call of Duty,PS5,2876,83,2025-10-01 18:51:51
196,Call of Duty,PS5,1392,168,2025-10-01 09:39:51
197,Spider-Man 2,PS4,5673,275,2025-10-01 17:36:07
198,Call of Duty,PS4,7744,156,2025-10-01 11:26:28
199,Spider-Man 2,PS4,6553,41,2025-10-01 00:41:56
200,Spider-Man 2,PS4,9461,194,2025-10-01 14:39:56
201,Call of Duty,PS5,1466,114,2025-10-01 09:01:15
202,Horizon Zero Dawn,PS5,3000,292,2025-10-01 03:23:39
203,Spider-Man 2,PS5,4895,8,2025-10-01 08:00:25
204,Spider-Man 2,PS5,5802,197,2025-10-01 00:38:43
205,Call of Duty,PS5,6346,57,2025-10-01 22:35:01
206,Call of Duty,PS4,1148,144,2025-10-01 07:31:49
207,Call of Duty,PS4,9432,11,2025-10-01 23:56:33
208,God of War,PS5,7408,93,2025-10-01 22:36:08
209,Spider-Man 2,PS4,7488,148,2025-10-01 09:24:31
210,God of War,PS4,5198,111,2025-10-01 12:41:24
211,FIFA 25,PS5,4981,5,2025-10-01 10:09:04
212,Spider-Man 2,PS4,3698,159,2025-10-01 15:17:05
213,FIFA 25,PS4,9538,190,2025-10-01 23:34:25
214,God of War,PS5,5090,166,2025-10-01 09:18:46
215,God of War,PS5,7644,52,2025-10-01 17:00:57
216,God of War,PS5,3629,151,2025-10-01 15:24:56
217,Spider-Man 2,PS4,4763,78,2025-10-01 11:53:04
218,God of War,PS4,9751,14,2025-10-01 03:06:20
219,God of War,PS5,6124,89,2025-10-01 09:11:31
220,Call of Duty,PS5,5378,97,2025-10-01 09:15:38
221,FIFA 25,PS4,7430,286,2025-10-01 12:15:27
222,Spider-Man 2,PS5,6611,31,2025-10-01 03:30:34
223,GTA V,PS4,1741,199,2025-10-01 20:11:28
224,Spider-Man 2,PS4,4461,253,2025-10-01 13:41:58
225,Spider-Man 2,PS4,2441,48,2025-10-01 01:50:42
226,Spider-Man 2,PS5,1472,87,2025-10-01 21:28:29
227,Call of Duty,PS4,8274,62,2025-10-01 06:40:13
228,God of War,PS5,3479,41,2025-10-01 10:50:32
229,Call of Duty,PS4,4792,126,2025-10-01 19:11:56
230,FIFA 25,PS5,9287,129,2025-10-01 11:11:31
231,FIFA 25,PS5,7587,47,2025-10-01 20:37:47
232,Spider-Man 2,PS4,5239,283,2025-10-01 21:38:37
233,FIFA 25,PS5,3683,7,2025-10-01 04:20:49
234,God of War,PS4,9090,121,2025-10-01 06:54:21
235,Horizon Zero Dawn,PS4,8696,131,2025-10-01 06:09:11
236,Horizon Zero Dawn,PS5,1614,212,2025-10-01 23:00:38
237,Horizon Zero Dawn,PS5,2075,147,2025-10-01 13:33:09
238,Spider-Man 2,PS5,6806,44,2025-10-01 20:08:39
239,Horizon Zero Dawn,PS5,8650,107,2025-10-01 13:13:38
240,God of War,PS5,4012,98,2025-10-01 05:23:25
241,God of War,PS4,5032,276,2025-10-01 15:36:38
242,Horizon Zero Dawn,PS5,5258,200,2025-10-01 05:26:51
243,Call of Duty,PS5,4649,107,2025-10-01 01:36:10
244,FIFA 25,PS4,1091,44,2025-10-01 15:57:43
245,God of War,PS5,6401,183,2025-10-01 03:39:00
246,FIFA 25,PS4,5927,139,2025-10-01 12:00:10
247,Horizon Zero Dawn,PS4,9404,263,2025-10-01 13:34:36
248,Horizon Zero Dawn,PS4,3223,5,2025-10-01 20:19:15
249,Call of Duty,PS4,3978,132,2025-10-01 02:53:25
250,Call of Duty,PS5,9205,299,2025-10-01 20:45:58
251,God of War,PS5,5518,180,2025-10-01 08:29:09
252,Spider-Man 2,PS4,7743,82,2025-10-01 18:39:31
253,Call of Duty,PS5,9744,215,2025-10-01 16:22:08
254,Call of Duty,PS4,6439,86,2025-10-01 15:57:48
255,GTA V,PS5,2950,30,2025-10-01 23:07:32
256,Call of Duty,PS4,1823,242,2025-10-01 11:50:56
257,Horizon Zero Dawn,PS4,2581,180,2025-10-01 10:33:32
258,Horizon Zero Dawn,PS4,7253,276,2025-10-01 06:26:01
259,Call of Duty,PS4,2416,193,2025-10-01 19:32:28
260,GTA V,PS4,1604,201,2025-10-01 03:48:53
261,Spider-Man 2,PS5,4154,294,2025-10-01 20:34:41
262,Horizon Zero Dawn,PS5,2562,249,2025-10-01 06:38:52
263,FIFA 25,PS5,2797,167,2025-10-01 01:38:19
264,God of War,PS5,2394,16,2025-10-01 02:46:48
265,Call of Duty,PS4,6244,222,2025-10-01 07:03:30
266,Call of Duty,PS5,3886,112,2025-10-01 19:17:49
267,God of War,PS4,3007,118,2025-10-01 07:03:10
268,GTA V,PS5,7020,35,2025-10-01 16:45:07
269,GTA V,PS5,4195,59,2025-10-01 18:51:38
270,FIFA 25,PS5,4887,256,2025-10-01 09:09:15
271,Spider-Man 2,PS5,2083,214,2025-10-01 00:24:03
272,GTA V,PS4,2872,204,2025-10-01 05:33:36
273,Horizon Zero Dawn,PS5,3967,89,2025-10-01 20:13:02
274,God of War,PS5,4120,61,2025-10-01 02:33:29
275,FIFA 25,PS4,8537,31,2025-10-01 08:01:47
276,Call of Duty,PS4,1694,226,2025-10-01 00:57:55
277,FIFA 25,PS4,5003,52,2025-10-01 04:32:56
278,GTA V,PS4,9530,112,2025-10-01 16:30:01
279,Call of Duty,PS4,6728,214,2025-10-01 17:50:09
280,Spider-Man 2,PS4,3242,215,2025-10-01 13:43:56
281,God of War,PS4,4461,73,2025-10-01 12:49:04
282,Spider-Man 2,PS5,5272,148,2025-10-01 09:58:24
283,FIFA 25,PS4,2488,201,2025-10-01 02:17:36
284,God of War,PS5,3153,277,2025-10-01 10:32:44
285,Horizon Zero Dawn,PS5,9192,63,2025-10-01 23:58:27
286,Spider-Man 2,PS5,9423,128,2025-10-01 01:22:46
287,Call of Duty,PS5,1725,252,2025-10-01 16:08:11
288,Horizon Zero Dawn,PS5,2717,11,2025-10-01 15:32:29
289,GTA V,PS5,6099,230,2025-10-01 04:29:32
290,God of War,PS4,8448,214,2025-10-01 11:33:57
291,Horizon Zero Dawn,PS5,5816,256,2025-10-01 10:43:23
292,GTA V,PS5,3095,45,2025-10-01 21:57:56
293,FIFA 25,PS4,5188,106,2025-10-01 03:28:27
294,God of War,PS5,5442,105,2025-10-01 20:50:46
295,Call of Duty,PS5,6463,13,2025-10-01 16:21:58
296,FIFA 25,PS4,2012,199,2025-10-01 08:11:26
297,God of War,PS4,5511,222,2025-10-01 08:25:42
298,GTA V,PS5,5646,157,2025-10-01 15:14:40
299,GTA V,PS5,9130,221,2025-10-01 18:48:36
300,FIFA 25,PS5,2240,252,2025-10-01 02:00:16
301,God of War,PS5,4359,198,2025-10-01 07:50:17
302,FIFA 25,PS4,4273,16,2025-10-01 03:32:56
303,Spider-Man 2,PS5,9602,11,2025-10-01 16:38:15
304,Horizon Zero Dawn,PS4,1888,31,2025-10-01 15:23:59
305,Call of Duty,PS5,1307,216,2025-10-01 00:48:30
306,Call of Duty,PS5,3150,218,2025-10-01 10:25:41
307,FIFA 25,PS4,5345,230,2025-10-01 20:31:04
308,Call of Duty,PS4,6293,249,2025-10-01 11:21:54
309,Spider-Man 2,PS4,3191,39,2025-10-01 09:37:37
310,Horizon Zero Dawn,PS5,8038,263,2025-10-01 04:14:37
311,Call of Duty,PS4,3434,85,2025-10-01 05:19:11
312,GTA V,PS4,2940,8,2025-10-01 22:38:03
313,Horizon Zero Dawn,PS4,5739,149,2025-10-01 10:12:04
314,FIFA 25,PS4,3437,233,2025-10-01 23:56:44
315,GTA V,PS4,2050,111,2025-10-01 15:42:35
316,Horizon Zero Dawn,PS4,8824,252,2025-10-01 19:51:47
317,GTA V,PS5,5168,148,2025-10-01 00:05:45
318,GTA V,PS5,8079,64,2025-10-01 14:53:35
319,Spider-Man 2,PS5,9734,48,2025-10-01 06:55:36
320,Spider-Man 2,PS5,2473,99,2025-10-01 13:43:06
321,Horizon Zero Dawn,PS5,6391,222,2025-10-01 20:04:09
322,GTA V,PS4,6318,107,2025-10-01 13:46:45
323,Horizon Zero Dawn,PS4,6903,137,2025-10-01 03:21:29
324,God of War,PS4,2900,139,2025-10-01 12:20:44
325,FIFA 25,PS4,1137,284,2025-10-01 22:38:35
326,Horizon Zero Dawn,PS4,5253,67,2025-10-01 23:15:40
327,GTA V,PS4,1920,273,2025-10-01 20:21:56
328,Horizon Zero Dawn,PS5,6951,278,2025-10-01 03:14:06
329,God of War,PS4,2227,178,2025-10-01 01:41:45
330,Horizon Zero Dawn,PS4,1575,59,2025-10-01 09:53:31
331,God of War,PS4,3307,253,2025-10-01 15:14:27
332,Spider-Man 2,PS4,3527,81,2025-10-01 16:56:54
333,Horizon Zero Dawn,PS5,9723,111,2025-10-01 18:59:51
334,Horizon Zero Dawn,PS5,9389,20,2025-10-01 17:07:45
335,Spider-Man 2,PS4,1487,179,2025-10-01 16:11:55
336,FIFA 25,PS4,3422,25,2025-10-01 02:55:17
337,Call of Duty,PS4,9306,49,2025-10-01 14:07:04
338,God of War,PS5,1146,280,2025-10-01 04:17:49
339,Call of Duty,PS5,4752,69,2025-10-01 18:13:29
340,Horizon Zero Dawn,PS5,1991,223,2025-10-01 11:07:49
341,Horizon Zero Dawn,PS4,1579,12,2025-10-01 12:28:01
342,GTA V,PS5,3598,259,2025-10-01 07:11:00
343,Spider-Man 2,PS4,9943,32,2025-10-01 15:03:09
344,FIFA 25,PS5,3587,270,2025-10-01 12:22:51
345,God of War,PS4,2838,151,2025-10-01 19:47:05
346,FIFA 25,PS5,9706,290,2025-10-01 07:44:08
347,GTA V,PS4,1339,14,2025-10-01 09:44:40
348,Horizon Zero Dawn,PS4,4868,90,2025-10-01 02:43:16
349,Spider-Man 2,PS5,9369,72,2025-10-01 20:34:15
350,FIFA 25,PS4,3924,160,2025-10-01 12:20:11
351,Horizon Zero Dawn,PS4,7357,16,2025-10-01 12:09:34
352,Horizon Zero Dawn,PS5,1765,197,2025-10-01 04:16:42
353,FIFA 25,PS4,1510,158,2025-10-01 12:34:28
354,Spider-Man 2,PS5,2912,63,2025-10-01 20:20:18
355,Call of Duty,PS5,7312,181,2025-10-01 20:17:26
356,FIFA 25,PS4,6720,295,2025-10-01 13:59:07
357,Call of Duty,PS5,1127,149,2025-10-01 10:51:22
358,FIFA 25,PS5,5175,206,2025-10-01 01:50:10
359,Spider-Man 2,PS5,8266,127,2025-10-01 21:58:22
360,Call of Duty,PS5,3008,15,2025-10-01 18:16:11
361,Spider-Man 2,PS4,2983,21,2025-10-01 15:58:01
362,FIFA 25,PS4,8678,217,2025-10-01 15:30:03
363,Call of Duty,PS4,3933,78,2025-10-01 10:12:53
364,Spider-Man 2,PS4,7626,283,2025-10-01 22:26:34
365,Spider-Man 2,PS5,4680,119,2025-10-01 16:21:37
366,GTA V,PS4,1894,147,2025-10-01 07:43:36
367,Horizon Zero Dawn,PS4,1669,287,2025-10-01 17:12:54
368,God of War,PS4,2423,60,2025-10-01 14:13:59
369,Spider-Man 2,PS4,8350,259,2025-10-01 16:49:30
370,Call of Duty,PS4,7121,77,2025-10-01 19:12:45
371,Horizon Zero Dawn,PS5,2210,194,2025-10-01 19:00:33
372,Horizon Zero Dawn,PS5,3455,266,2025-10-01 23:54:04
373,FIFA 25,PS4,2174,159,2025-10-01 09:42:56
374,God of War,PS4,9493,141,2025-10-01 17:34:11
375,Horizon Zero Dawn,PS5,9205,215,2025-10-01 13:07:19
376,Horizon Zero Dawn,PS5,4513,188,2025-10-01 01:21:58
377,Call of Duty,PS4,9269,296,2025-10-01 05:09:30
378,FIFA 25,PS5,9873,55,2025-10-01 05:29:06
379,Spider-Man 2,PS5,7357,156,2025-10-01 01:51:02
380,Spider-Man 2,PS4,3089,195,2025-10-01 04:20:27
381,God of War,PS4,6515,159,2025-10-01 12:30:07
382,Horizon Zero Dawn,PS5,3706,41,2025-10-01 17:35:51
383,FIFA 25,PS5,3248,185,2025-10-01 14:05:45
384,Spider-Man 2,PS5,7676,62,2025-10-01 22:39:46
385,FIFA 25,PS5,8525,31,2025-10-01 05:55:23
386,God of War,PS5,4429,200,2025-10-01 03:34:13
387,God of War,PS5,2130,223,2025-10-01 15:17:26
388,GTA V,PS4,4489,290,2025-10-01 21:06:43
389,Call of Duty,PS5,7631,220,2025-10-01 08:12:37
390,Spider-Man 2,PS4,4064,150,2025-10-01 05:42:05
391,Horizon Zero Dawn,PS4,8966,280,2025-10-01 08:23:36
392,Call of Duty,PS4,3156,21,2025-10-01 14:48:01
393,God of War,PS4,4007,266,2025-10-01 12:17:04
394,Call of Duty,PS4,5582,280,2025-10-01 22:23:35
395,Spider-Man 2,PS5,1943,261,2025-10-01 11:17:49
396,GTA V,PS5,9486,278,2025-10-01 15:29:11
397,Call of Duty,PS5,5433,14,2025-10-01 21:00:17
398,GTA V,PS5,4037,182,2025-10-01 09:46:29
399,God of War,PS4,3909,86,2025-10-01 23:38:48
400,Call of Duty,PS5,7457,126,2025-10-01 15:51:42
401,FIFA 25,PS5,5270,138,2025-10-01 23:22:51
402,God of War,PS5,2344,70,2025-10-01 21:52:38
403,Horizon Zero Dawn,PS4,9370,179,2025-10-01 15:34:34
404,Horizon Zero Dawn,PS5,6772,164,2025-10-01 21:17:45
405,Spider-Man 2,PS5,2128,300,2025-10-01 05:56:29
406,God of War,PS4,6499,47,2025-10-01 09:01:21
407,God of War,PS5,7654,29,2025-10-01 22:00:36
408,God of War,PS5,2606,130,2025-10-01 13:19:26
409,FIFA 25,PS5,6530,245,2025-10-01 19:55:34
410,FIFA 25,PS4,8405,279,2025-10-01 07:36:58
411,Horizon Zero Dawn,PS5,6718,299,2025-10-01 21:00:22
412,Spider-Man 2,PS5,3011,175,2025-10-01 18:25:26
413,Call of Duty,PS5,8268,300,2025-10-01 06:53:17
414,Call of Duty,PS4,3101,226,2025-10-01 01:56:25
415,Call of Duty,PS4,2490,243,2025-10-01 06:59:02
416,Spider-Man 2,PS5,9202,245,2025-10-01 03:05:50
417,Horizon Zero Dawn,PS5,9818,27,2025-10-01 10:42:51
418,FIFA 25,PS4,3432,283,2025-10-01 14:34:53
419,Horizon Zero Dawn,PS4,4020,141,2025-10-01 06:00:50
420,Spider-Man 2,PS4,4514,135,2025-10-01 00:39:32
421,FIFA 25,PS4,4299,145,2025-10-01 04:50:56
422,FIFA 25,PS4,4815,129,2025-10-01 23:37:38
423,GTA V,PS4,9982,114,2025-10-01 22:26:19
424,Call of Duty,PS4,5954,163,2025-10-01 10:26:46
425,Horizon Zero Dawn,PS4,9223,103,2025-10-01 17:05:37
426,Call of Duty,PS5,8794,203,2025-10-01 11:49:59
427,Horizon Zero Dawn,PS4,7560,299,2025-10-01 01:04:42
428,Spider-Man 2,PS5,8403,8,2025-10-01 19:10:11
429,Call of Duty,PS4,2763,142,2025-10-01 16:26:06
430,Call of Duty,PS4,8366,142,2025-10-01 08:15:14
431,Call of Duty,PS5,1656,77,2025-10-01 11:32:28
432,Horizon Zero Dawn,PS4,5152,94,2025-10-01 09:20:11
433,Horizon Zero Dawn,PS5,5856,79,2025-10-01 10:00:41
434,GTA V,PS5,2220,101,2025-10-01 03:02:22
435,God of War,PS5,7820,201,2025-10-01 17:36:23
436,Spider-Man 2,PS5,4323,65,2025-10-01 07:03:56
437,Call of Duty,PS5,6089,16,2025-10-01 03:19:50
438,Horizon Zero Dawn,PS4,3917,215,2025-10-01 00:15:14
439,Call of Duty,PS4,8490,283,2025-10-01 04:49:15
440,Horizon Zero Dawn,PS4,6466,195,2025-10-01 22:09:07
441,God of War,PS5,5102,71,2025-10-01 21:22:39
